Qu_1_a,Qu_1_b,Qu_1_c,Qu_1_d,Qu_2_a,Qu_2_b,Qu_2_c,Qu_2_d,Qu_3_a,Qu_3_b,Qu_3_c,Qu_3_d,Qu_4_a,Qu_4_b,Qu_4_c,Qu_4_d,Qu_5,Qu_6,Qu_7,Qu_8,Qu_9,Qu_10,Qu_11,Qu_12,Qu_13,Qu_14_a,Qu_14_b,Qu_15_a,Qu_15_b,Qu_15_c,Qu_15_d
3,4,5,5,3,4,5,3,5,5,4,5,5,4,3,3,United Kingdom,United Kingdom,Female,22,Student,College/University Degree,Medium,High,No,6,6,2,2,1,2
7,5,1,1,1,1,3,4,1,1,1,1,1,1,1,1,United Kingdom,United Kingdom,Female,24,Nurse,College/University Degree,Low,Low,No,6,5,1,2,1,1
1,1,1,1,3,2,6,5,2,2,3,4,3,1,2,2,Canada,Canada,Male,42,Teacher,Master's Degree,High,Medium,No,4,3,3,3,2,1
5,4,3,4,5,5,6,5,5,4,6,5,3,3,6,5,China,China,Male,25,Technician,University,Medium,Medium,No,7,7,2,5,2,5
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
3,3,2,2,3,2,5,3,3,2,4,3,4,3,2,3,Canada,Armenia,Male,26,Caretaker,Some College,Very Low,Very Low,No,7,7,4,5,3,3
3,1,1,1,7,7,6,4,2,1,3,7,1,6,1,6,South Africa,South Africa,Female,54,Optometrist,Master&amp;rsquo;s Degree,Medium,Medium,Yes,2,1,1,1,1,1
2,2,2,1,2,4,2,1,2,1,2,2,2,4,4,2,Hong Kong,Hong Kong,Female,45,Clerk,High School/Secondary School,Very Low,Medium,No,7,7,6,4,1,1
5,5,1,1,2,3,7,5,2,3,6,3,1,2,4,1,China,China,Female,23,Student,University,Low,Medium,No,7,7,1,1,1,1
1,1,1,4,2,2,2,7,2,3,7,3,2,2,4,3,United States,United States,Female,26,Student,College/University Degree,Medium,High,Yes,3,1,1,2,1,1
3,3,1,1,3,3,7,3,3,3,4,3,3,1,3,2,United Kingdom,United Kingdom,Male,33,Student,College/University Degree,Low,Low,Yes,7,1,4,3,2,1
4,1,1,7,3,3,7,5,4,4,4,4,3,4,3,4,Bangladesh,Bangladesh,Male,24,Student,College/University Degree,Very Low,Very Low,Yes,6,6,1,1,1,1
3,3,2,2,5,5,7,5,4,4,6,4,3,4,4,3,Uk,Uk,Female,22,Student,MasterÕs Degree,Very Low,Medium,Yes,2,5,2,3,2,2
2,1,1,2,2,3,6,3,1,2,6,2,2,1,1,2,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Medium,High,Yes,6,6,1,2,1,1
5,3,1,4,3,3,4,2,4,3,4,2,2,4,4,1,Canada,Canada,Male,25,Construction,Some College,Low,,Yes,2,1,3,7,7,7
2,2,2,1,6,2,5,2,2,1,2,2,1,5,2,5,China,China,Male,24,Student,Doctoral Degree,Medium,Medium,No,7,6,3,3,3,3
1,1,1,1,3,1,1,6,1,1,1,7,1,1,1,2,Brazil,Brazil,Female,52,Sociologist,Doctoral Degree,Medium,Medium,No,7,1,1,1,1,1
3,6,1,1,6,3,7,7,3,3,7,6,6,5,7,5,United Kingdom,United Kingdom,Male,25,Student,4,3,4,No,7,7,1,1,1,1
5,2,2,2,2,5,7,2,1,6,7,3,2,6,5,3,China,China,Male,23,Student,Master's Degree,Very Low,Medium,No,6,7,1,1,1,1
5,4,2,3,3,3,7,3,3,3,7,3,3,3,3,3,British,England,Female,22,Postgraduate Student,College/University Degree,Low,Low,No,5,7,1,4,1,1
2,2,2,2,2,2,1,3,2,2,2,3,2,2,2,1,China,China,0,20,Student,2,2,5,No,6,4,6,1,1,1
4,6,6,6,2,2,7,2,1,1,7,1,3,1,6,3,France,France,Male,24,Public Servant,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
2,3,2,1,2,3,1,2,2,3,2,3,2,1,2,3,China,China,Male,23,No,College/University Degree,Medium,Medium,Yes,5,4,3,3,3,2
7,1,1,6,4,5,6,6,1,1,1,1,1,3,3,2,Nigeria,Nigeria,Male,56,Driving,College/University Degree,Low,Low,Yes,2,1,1,1,1,1
1,3,4,2,2,3,4,3,3,4,5,3,3,5,2,3,United Kingdom,United Kingdom,Male,19,Student,High School/Secondary School,Medium,High,No,7,7,5,3,2,1
2,2,1,1,6,2,7,2,2,1,2,1,2,2,3,2,Brazil,Brazil,Female,30,Trainee,College/University Degree,Medium,Medium,Yes,7,1,6,6,7,3
2,2,2,2,2,1,7,2,2,2,7,2,2,2,3,2,Netherlands,Netherlands,Female,44,Hr Assistant,College/University Degree,Low,Very High,No,7,7,1,1,1,1
5,5,6,6,2,5,6,6,3,5,6,6,2,3,3,5,Turkey,Turkey,1,25,Student,3,3,3,0,1,1,1,2,1,1
6,2,2,2,2,2,4,3,2,2,3,3,1,1,2,3,Hong Kong,Hong Kong,Male,53,Construction Inspector,College/University Degree,Medium,Medium,No,5,4,1,1,1,1
2,2,3,2,2,2,6,5,1,1,2,2,3,3,3,3,Thailand,Thailand,Female,25,Pg Student,Master&#039;s Degree,Low,Low,Yes,4,1,3,5,3,3
3,2,1,2,1,2,2,3,2,2,2,2,1,2,2,2,China,China,Female,23,Accoutant,University,Low,Medium,No,6,7,1,2,1,1
2,2,2,2,2,2,5,2,2,2,3,2,1,1,2,1,Greece,Greece,Female,49,University Professor,Doctoral Degree,Medium,Medium,No,7,7,1,1,1,1
1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,United Kingdom,United Kingdom,Male,25,Student,MasterÕs Degree,Medium,Medium,No,7,7,1,2,2,2
1,1,1,1,3,2,7,4,1,2,6,4,6,1,3,2,United States,Philippines,Female,49,Insurance,College/University Degree&amp;am,Low,Low,Yes,4,3,2,1,1,2
3,2,2,2,3,2,5,3,2,3,3,3,2,1,3,3,Malaysia,Malaysia,Male,28,Student,College/University Degree,Low,Low,Yes,2,1,2,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Mexico,Mexico,Female,31,Home Office,College/University Degree,Medium,High,Yes,2,1,1,1,1,1
4,4,3,3,2,3,4,4,3,3,3,4,3,4,4,3,China,China,Male,23,Student,College/University Degree,Medium,Very Low,No,5,5,3,1,1,1
3,3,3,2,1,2,3,2,1,1,3,2,1,3,3,3,Turkey,Turkey,Male,29,Student,MasterÕs Degree,Medium,Medium,Yes,1,1,5,5,1,1
5,4,4,4,6,2,7,6,4,2,7,7,4,2,4,5,China,China,1,26,Student,4,1,3,No,4,4,7,1,1,1
2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Taiwan,Taiwan,Female,21,Student,3,2,2,0,6,6,2,2,2,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Canada,Canada,Male,43,Manager,Some College,Low,Medium,No,7,6,1,4,1,4
2,3,3,2,2,1,2,3,2,1,1,3,2,2,1,3,China,China,Male,24,Engineer,College/University Degree,Medium,Medium,Yes,5,4,3,2,1,2
3,4,2,2,4,5,7,6,2,2,4,4,2,2,2,2,China,China,Female,26,Master,University,Low,High,No,7,7,2,3,1,1
2,2,2,2,3,3,7,6,2,1,4,2,2,2,2,1,Switzerland,Switzerland,Male,25,Journalist,College/University Degree,Medium,Medium,No,7,7,1,3,1,2
5,6,7,6,5,6,5,6,6,7,6,5,5,6,5,6,India,India,Male,28,Sales Man,College/University Degree&amp;am,Medium,Medium,Yes,4,4,5,6,6,6
1,1,1,1,1,2,7,1,1,2,7,1,1,2,7,1,China,China,Female,31,Hr,College/University Degree,Medium,Medium,Yes,3,3,2,1,1,1
6,5,1,2,3,1,7,6,2,1,7,,6,5,7,1,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Low,Low,Yes,1,1,1,1,1,1
1,1,1,1,3,2,6,5,2,2,3,4,3,1,2,2,Canada,Canada,Male,42,Teacher,Master's Degree,High,Medium,No,4,3,3,3,2,1
4,4,2,2,3,5,6,6,4,5,7,5,3,2,4,3,United Kingdom,United Kingdom,Male,23,Student,College/University Degree,Medium,Medium,No,6,6,4,5,1,1
3,3,3,6,1,2,2,2,1,1,2,2,1,1,4,4,Turkey,Turkey,Female,23,Student,College/University Degree,Medium,High,No,7,2,5,5,1,1
1,1,1,7,5,1,1,3,3,1,1,3,2,1,2,3,Switzerland,Switzerland,Female,26,Student/Employment,College/University Degree,Very Low,Very Low,No,4,2,1,1,1,1
2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,Brunei Darussalam,Brunei Darussalam,Female,57,Assistant Director,MasterÕs Degree,High,Very High,Yes,2,1,1,1,1,1
7,6,2,2,2,1,7,7,1,1,1,7,2,6,5,6,South Africa,South Africa,Male,59,Buyer,Some College&amp;nbsp;&amp;nbsp;,Low,Low,Yes,2,1,1,1,1,1
3,3,2,2,2,2,4,3,3,3,4,3,3,2,4,3,Qatar,United States,Male,21,Student,College/University Degree,High,Very High,Yes,1,1,1,1,1,2
1,1,1,1,1,1,5,1,1,1,3,1,7,1,3,1,United States,United States,Male,28,Engineer,MasterÕs Degree,Medium,Medium,Yes,,,6,2,2,1
1,1,1,1,1,2,3,3,1,2,3,2,1,1,2,2,China,China,Male,25,Saleman,Some College,High,Medium,Yes,3,3,1,2,1,2
1,2,3,6,3,2,6,3,1,2,3,7,2,2,6,2,China,China,Female,25,Student,Master's Degree,Very Low,Medium,No,7,7,1,2,1,2
4,4,4,3,4,3,4,1,1,1,4,1,1,1,4,1,United Kingdom,United Kingdom,Female,23,Student,4,3,3,Yes,2,2,1,1,1,1
5,4,1,2,3,2,5,3,2,2,3,3,3,3,2,1,United Kingdom,United Kingdom,Female,20,Student,High School/Secondary School,Low,Low,No,7,7,5,5,3,3
2,2,1,1,5,2,7,3,5,2,7,3,2,2,3,2,Canada,Canada,Female,38,Finance,College/University Degree,Medium,Medium,No,6,1,2,3,2,1
5,5,1,1,1,1,3,7,1,1,2,6,6,1,2,7,Brazil,Brazil,Female,21,Trainee,High School/Secondary School,Very Low,Low,Yes,2,1,3,1,7,7
5,5,4,3,3,5,6,3,3,5,5,3,3,4,5,3,Macao,Macao,Female,19,Student,Some College,Very Low,Very Low,No,7,6,2,2,2,2
2,1,1,4,1,3,5,3,4,3,3,2,2,2,4,2,"Taiwan, Province Of China","Taiwan, Province Of China",Female,25,Student,Master's Degree,Very Low,High,No,7,7,1,1,2,1
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
4,4,4,3,4,3,4,1,1,1,4,1,1,1,4,1,United Kingdom,United Kingdom,Female,23,Student,4,3,3,Yes,2,2,1,1,1,1
7,7,1,2,5,5,7,3,5,6,7,3,4,3,2,5,United Kingdom,United Kingdom,Male,23,Company Director,College/University Degree,High,High,No,4,6,4,3,3,4
3,3,2,1,3,2,4,1,3,3,3,1,2,3,2,1,China,China,Female,30,Manager In Food Company,College/University Degree,Low,Low,No,6,4,1,1,1,1
2,2,1,1,4,3,6,3,1,1,1,2,1,1,1,1,South Africa,South Africa,Female,18,Student,High School/Secondary School&amp,High,High,Yes,2,3,3,3,1,2
3,3,2,3,3,1,2,3,2,2,1,3,2,1,2,2,India,India,Male,27,Qa,College/University Degree&amp;am,Low,Low,Yes,4,3,5,6,6,7
2,2,2,2,3,3,6,4,3,2,6,4,3,2,1,3,China,China,Female,27,Administrative Assistant,MasterÕs Degree,Medium,Medium,No,7,6,4,3,1,1
2,1,1,1,3,3,5,6,2,2,3,6,1,4,2,6,United Kingdom,United Kingdom,Female,23,Student,College/University Degree,Very Low,Low,No,7,7,2,5,3,3
4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,United Kingdom,United Kingdom,Male,22,Student,Master's Degree,Medium,Medium,No,7,7,1,5,2,1
3,2,2,2,4,3,6,5,3,2,5,3,2,1,4,2,United Kingdom,United Kingdom,Male,26,Student,College/University Degree,Low,Low,Yes,3,3,3,2,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,China,China,Male,25,Student,College/University Degree,Very Low,Medium,No,6,6,3,3,1,1
3,2,1,1,4,5,7,3,3,5,7,3,3,1,5,3,England,England,Male,23,Data Analyst,College/University Degree,Medium,Very High,No,7,,1,5,1,1
2,2,1,2,1,2,5,2,1,1,3,2,1,1,1,1,Switzerland,Switzerland,Female,51,Art Therapist,College/University Degree,Medium,Low,Yes,2,1,1,1,1,1
1,1,1,1,2,1,6,2,1,1,,1,1,1,2,1,South Africa,South Africa,Male,52,Librarian,College/University Degree&amp;nb,Medium,Medium,Yes,6,1,1,1,1,1
2,2,1,1,1,3,4,3,1,,,4,1,2,4,3,China,China,1,26,Assistant Financial Manager,2,2,3,No,5,4,6,1,1,1
2,2,1,1,6,6,7,3,3,4,5,2,5,2,4,1,United Kingdom,United Kingdom,Female,20,Student,High School/Secondary School,Medium,High,Yes,4,1,1,1,1,1
4,3,3,4,4,4,4,4,4,4,4,3,5,4,5,4,China,China,Male,25,It,College/University Degree,Low,Low,No,6,5,1,3,2,2
3,1,1,2,2,3,7,3,2,3,6,3,2,3,6,6,Mexico,Mexico,Female,34,Teacher,Master's Degree,Low,Low,Yes,5,1,3,2,1,1
2,2,1,1,3,2,6,4,1,2,4,5,2,1,2,3,Greece,Greece,Female,58,Senior Officer In A Private Non Profit Organization,MasterÕs Degree,High,Medium,Yes,3,,2,2,1,1
1,1,1,1,6,5,7,6,4,1,7,3,3,2,6,6,Brazil,Brazil,,,,,,,,,,,,,
7,3,1,1,1,3,7,3,1,3,7,3,1,1,6,6,Greece,Greece,Female,34,Private Sector,MasterÕs Degree,Medium,Medium,Yes,4,1,1,1,1,1
1,1,1,1,4,2,1,1,2,2,2,2,1,2,2,2,China,China,Female,24,Student,MasterÕs Degree,Medium,High,No,7,7,3,2,4,2
7,1,1,1,4,4,7,7,1,2,6,4,1,1,1,1,Brazil,Brazil,Female,21,Student,Some College,Medium,Medium,Yes,2,1,3,3,7,7
3,3,3,3,3,3,6,3,2,2,3,3,5,5,3,5,Greece,Greece,Female,46,Manager At A Cultural Centre,MasterÕs Degree,Medium,Medium,No,4,4,1,1,1,1
2,3,1,1,3,2,1,3,2,2,2,3,2,1,4,5,Hong Kong,Hong Kong,Male,24,Student,College/University Degree,Low,Medium,Yes,2,1,3,2,5,6
5,3,4,5,3,4,4,5,2,5,4,3,6,3,3,5,India,India,Male,24,Employee,College/University Degree&amp;am,Medium,Low,No,5,2,5,6,3,4
1,1,1,4,2,2,2,7,2,3,7,3,2,2,4,3,United States,United States,Female,26,Student,College/University Degree,Medium,High,Yes,3,1,1,2,1,1
3,4,5,4,2,3,3,5,3,3,3,4,5,4,3,4,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,5,2,4,4,4,4
4,3,2,2,2,1,6,3,2,1,4,3,2,2,2,2,South Africa,South Africa,Male,24,Information Technology,College/University Degree&amp;nb,Medium,Medium,No,7,7,1,2,3,2
3,2,2,4,7,6,7,6,3,2,4,3,2,1,3,2,Vietnam,Vietnam,Female,28,Lecturer,Master's Degree,Low,Low,No,7,7,1,2,2,1
1,1,1,1,4,2,2,5,2,2,2,2,1,1,1,1,China,China,Female,24,Student,Master&#039;s Degree,Low,Medium,No,6,5,2,2,1,1
6,2,2,4,7,7,7,7,2,2,7,7,2,4,7,7,Brazil,Brazil,Female,21,Student,Some College,Medium,Medium,Yes,2,1,7,7,7,7
1,1,1,1,5,3,7,5,3,2,7,2,1,1,1,1,Germany,Germany,Male,23,Student,MasterÕs Degree,Low,Low,Yes,6,7,1,3,1,1
5,5,6,6,2,5,6,6,3,5,6,6,2,3,3,5,Turkey,Turkey,1,25,Student,3,3,3,0,1,1,1,2,1,1
1,1,2,1,,,,,1,7,7,1,1,7,7,1,India,India,Male,25,Student,Master&amp;amp;rsquo;s Degree,Low,Low,Yes,2,2,1,1,1,1
4,2,2,4,5,3,6,5,4,3,6,4,3,1,5,2,Indonesia,Indonesia,Female,34,Housewife,College/University Degree,Medium,High,Yes,2,1,5,2,2,5
2,1,2,2,2,3,5,3,2,2,5,3,3,3,3,2,Greece,Greece,Female,43,Uni Professor,Doctoral Degree,High,High,Yes,2,2,1,2,2,2
2,2,1,1,3,2,1,7,1,2,4,2,1,3,3,2,Ghana,Ghana,Female,24,Student,High School/Secondary School,Low,Medium,Yes,1,1,5,1,1,1
2,2,3,2,2,3,2,3,2,1,2,1,2,2,1,2,India,India,Female,25,Manager,College/University Degree&amp;am,Medium,Medium,Yes,2,2,1,1,1,1
2,2,2,2,2,1,6,2,1,1,1,1,1,1,3,1,Greece,Greece,Female,23,Lawyer,College/University Degree,Medium,High,No,4,1,1,1,1,1
2,3,3,4,2,3,4,4,1,2,2,2,2,3,4,5,China,China,Male,21,Student,College/University Degree,Medium,Medium,Yes,6,7,4,4,4,4
3,2,2,2,2,4,7,2,1,2,3,1,1,4,4,2,South Africa,South Africa,Female,18,Student,High School/Secondary School&amp,Low,Medium,Yes,1,1,5,4,3,7
4,2,2,3,3,4,4,2,4,4,2,4,3,4,4,4,England,England,Female,32,Teacher,MasterÕs Degree,Medium,Low,No,7,7,1,4,1,1
3,1,1,1,2,2,1,2,1,1,2,1,1,2,1,3,Brazil,Brazil,Male,25,University Staff,Doctoral Degree,Medium,High,Yes,7,1,1,1,1,1
3,4,4,3,1,2,1,5,3,3,3,5,2,3,3,1,China,China,Male,27,Student,College/University Degree,Medium,Medium,No,6,5,2,1,3,3
1,1,1,1,3,2,2,3,2,1,6,6,2,1,5,4,United States,United States,Female,24,Artist,Some College&amp;amp;nbsp;&amp;a,Low,Low,Yes,2,1,1,1,1,1
1,1,1,1,1,3,7,1,1,7,7,1,3,3,4,4,Turkey,Turkey,2,25,Engineer,3,3,4,1,7,6,1,2,1,1
5,4,1,4,2,5,5,3,1,4,6,2,1,3,4,2,Mexico,Mexico,Male,24,Lawyer,College/University Degree,Medium,High,Yes,4,4,1,1,1,1
4,2,3,1,3,2,5,4,2,6,4,3,1,7,3,4,South Africa,South Africa,Male,25,Student,College/University Degree&amp;nb,Medium,Medium,Yes,2,1,1,3,1,1
2,2,2,2,2,1,3,1,1,1,2,1,3,2,3,2,United States,United States,Female,23,Transcriber,Some College&amp;amp;nbsp;&amp;a,Low,Low,No,7,7,3,5,2,2
3,5,5,5,5,4,6,3,3,3,6,4,5,4,4,3,Hong Kong,Hong Kong,Male,24,Student,College/University Degree,High,High,No,6,6,2,3,2,1
2,3,1,3,1,2,6,6,1,1,2,3,2,4,4,3,China,China,Female,21,Student,College/University Degree,Very Low,Low,No,7,7,2,4,2,2
5,4,3,5,3,4,5,5,3,5,4,5,3,3,5,4,India,India,Female,52,Homemaker,College/University Degree&amp;am,Medium,Medium,Yes,5,4,5,3,1,4
1,1,1,1,5,2,5,5,1,1,1,1,2,1,1,1,Greece,Greece,Male,50,Engineer,College/University Degree,Low,Medium,No,7,7,1,2,1,1
4,2,1,7,2,7,4,6,2,6,4,6,1,2,1,3,South Africa,South Africa,Male,18,,High School/Secondary School&amp,Low,Low,No,1,1,2,3,1,2
2,2,1,1,2,1,7,5,2,1,7,3,1,1,1,1,United Kingdom,Germany,Male,23,Student,Master's Degree,Very Low,Very Low,No,6,5,1,3,1,1
6,2,2,3,4,5,6,6,3,2,2,2,3,6,5,3,South Africa,South Africa,Male,20,Student,High School/Secondary School&amp,Medium,Medium,No,6,1,6,3,1,2
1,5,1,1,1,2,7,2,1,1,3,1,1,1,5,1,United Kingdom,United Kingdom,Male,24,Student Doctor,College/University Degree,Very Low,Medium,No,7,7,1,3,1,1
2,3,2,1,2,2,6,3,1,1,3,2,3,3,2,2,Australia,Hong Kong,Female,49,Housewife,MasterÕs Degree,Very Low,Medium,Yes,2,2,2,2,2,2
3,3,5,4,1,2,7,2,1,2,4,1,1,1,3,1,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Very Low,Medium,Yes,4,4,1,5,1,3
2,2,1,1,5,3,7,3,2,2,4,2,2,1,3,1,Canada,Canada,Female,33,Sales,Some College,Medium,Medium,Yes,6,1,2,2,1,2
3,1,1,2,3,4,2,3,3,2,1,2,2,3,2,1,South Africa,South Africa,Female,20,Student,High School/Secondary School&amp,Very Low,Very Low,Yes,2,1,1,1,7,7
7,3,2,4,3,3,6,4,3,2,4,4,2,1,1,3,Philippines,Philippines,Male,20,Student,Some College,Very Low,Medium,Yes,2,1,3,3,5,1
1,1,1,1,4,2,3,1,3,3,1,4,1,4,3,2,Mexico,Mexico,Male,30,Student,Master's Degree,Medium,Medium,No,7,7,6,5,2,3
2,2,3,3,2,3,3,4,3,2,2,4,4,3,5,4,China,China,Female,21,Student,Master's Degree,Medium,Medium,No,7,7,4,3,3,3
7,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,Philippines,Philippines,Female,40,House Wife,Some College,Medium,Medium,Yes,1,1,1,1,1,1
4,3,2,2,1,2,7,2,1,2,3,1,3,2,3,3,United Kingdom,Germany,Female,25,Teacher,College/University Degree,Medium,Medium,Yes,3,3,1,3,1,3
1,1,1,1,4,4,7,4,1,1,4,1,3,1,4,2,Brazil,Brazil,Female,50,University Staff,College/University Degree,Medium,Medium,Yes,1,1,7,7,7,7
7,1,1,1,2,2,6,2,1,1,5,1,1,1,2,1,Brazil,Brazil,Female,25,Student,College/University DegreeÊ,Medium,Medium,Yes,6,1,1,1,1,1
3,3,2,3,3,3,5,3,3,4,5,5,3,4,5,3,Philippines,Philippines,Female,40,Part Time Tutor,Some College,Medium,Medium,Yes,2,1,2,3,1,1
5,4,3,3,5,5,7,7,4,5,6,6,3,3,5,5,United States,United States,Male,23,Accounting,College/University Degree&amp;am,Medium,Medium,No,7,7,2,2,2,2
4,2,1,1,1,4,7,7,1,2,6,4,1,2,3,3,Brazil,Brazil,Female,28,University Staff,MasterÕs Degree,Medium,High,Yes,2,1,1,1,1,1
1,5,4,1,3,3,3,3,3,3,3,3,2,3,2,2,Taiwan,Taiwan,Female,42,Housewife,3,3,3,1,1,1,1,1,1,1
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,It,College/University Degree,High,High,Yes,5,6,5,6,6,6
5,5,3,2,3,2,3,2,3,2,3,2,2,4,3,2,China,China,Male,31,Engineer,College/University Degree,Medium,Medium,Yes,4,2,2,1,1,1
,,,1,1,1,3,7,1,1,1,3,1,1,1,3,Philippines,Philippines,Male,24,Engineer,College/University Degree,Medium,Medium,Yes,2,1,1,3,1,1
3,1,1,1,2,2,7,2,1,1,3,2,3,2,2,1,United Kingdom,United Kingdom,Female,23,Student,College/University Degree,Very Low,High,Yes,4,1,1,3,1,2
2,2,1,3,3,2,5,2,1,2,3,2,2,3,6,6,China,China,Male,25,Student,Master's Degree,Very Low,Low,No,7,7,1,2,1,2
2,2,2,2,1,1,4,2,1,1,4,1,1,1,1,1,South Africa,South Africa,Male,18,Student,High School/Secondary School&amp,Medium,Medium,Yes,1,1,1,2,1,1
4,2,1,5,2,3,2,4,2,3,2,1,3,1,2,2,China,China,Male,25,Accounting,College/University Degree,Low,Medium,No,7,7,,,,
2,2,2,2,3,3,7,3,2,2,5,2,2,2,6,2,China,China,Female,24,Student,College/University Degree,Very Low,Medium,Yes,5,6,2,5,1,1
2,2,2,2,3,3,7,3,2,2,6,2,2,2,6,2,South Africa,South Africa,Female,54,Librarian,College/University Degree&amp;nb,Medium,Medium,No,7,7,1,1,1,1
4,5,4,5,2,1,5,1,1,3,4,2,2,1,3,2,Brazil,Brazil,Male,21,Student,Some College,Medium,High,No,7,6,4,3,7,7
5,4,5,5,7,6,4,6,7,5,3,5,2,5,4,5,United Kingdom,United Kingdom,Male,21,Student,Master Degree,Medium,Medium,No,1,1,4,1,1,3
1,1,1,1,1,2,4,2,2,3,3,3,3,3,3,3,Turkey,Turkey,Female,24,Student,College/University Degree,High,Medium,Yes,4,1,1,1,1,1
2,2,1,1,3,1,3,4,2,1,1,4,1,1,4,5,China,China,Male,25,Student,4,1,3,No,7,7,2,1,1,1
1,1,1,1,3,2,5,3,2,1,2,3,2,1,1,2,Brazil,Brazil,Male,28,,College/University Degree,Medium,Medium,Yes,2,1,2,6,6,6
2,3,3,3,3,5,3,5,2,2,3,3,3,4,3,2,India,India,Male,26,Student,Some College&amp;amp;nbsp;&amp;a,Low,Medium,Yes,4,4,6,5,5,5
3,2,2,2,3,3,5,4,2,3,3,4,2,3,5,5,United Kingdom,Hong Kong,Male,19,Student,Some College,Very Low,Medium,Yes,6,3,3,3,2,1
3,3,2,3,3,3,5,3,2,1,1,2,3,4,2,6,Philippines,Philippines,Female,25,Computer Operator,College/University Degree,Medium,Medium,Yes,2,1,2,5,1,2
2,3,3,2,3,2,3,3,2,2,3,2,3,3,2,3,Philippines,Philippines,Female,23,Designer,College/University Degree,Medium,Medium,,5,5,4,4,4,4
2,3,1,1,1,1,3,2,1,1,1,1,1,1,2,2,Nepal,Nepal,Female,24,Banker,College/University Degree,Medium,Medium,Yes,4,1,1,1,1,1
3,3,2,5,4,6,7,7,3,3,5,4,1,5,4,1,South Africa,South Africa,Male,17,Student,High School/Secondary School&amp,Low,Medium,Yes,1,1,1,1,1,1
2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,Mexico,Mexico,Male,33,Proffesional,College/University Degree,Medium,Medium,No,6,6,4,1,1,1
2,2,2,2,6,6,6,6,2,2,2,2,2,2,2,2,Singapore,Philippines,Female,55,Accountant,Some College,Medium,Medium,Yes,2,2,2,2,2,2
2,1,2,1,5,3,7,3,3,2,5,3,2,1,5,1,Switzerland,Switzerland,Male,25,Student,MasterÕs Degree,Low,Low,No,7,7,3,5,2,3
3,2,1,2,2,2,3,3,2,2,3,3,2,2,2,3,Malaysia,Malaysia,Male,34,Gov.Servant,Some College,Low,Low,Yes,1,1,1,1,1,1
2,2,2,1,3,4,5,5,5,4,5,5,5,5,5,5,Taiwan,Taiwan,Female,20,Student,2,3,3,0,7,7,3,3,3,3
5,1,1,6,1,7,7,7,1,1,7,7,1,1,6,6,Brazil,Brazil,Female,25,Student,MasterÕs Degree,Low,Low,Yes,3,1,1,1,1,1
7,2,2,2,7,6,7,7,2,4,7,7,2,3,7,7,United Kingdom,United Kingdom,Male,58,Premises Manager,High School/Secondary School,Medium,Medium,No,7,7,1,1,1,1
1,1,1,1,1,1,1,1,1,3,2,2,2,4,2,4,United Kingdom,United Kingdom,Female,29,Student,Doctoral Degree,High,Medium,No,7,7,3,2,3,2
6,6,2,5,3,5,7,3,4,3,7,3,3,3,6,3,Poland,Poland,Male,32,General Manager,High School/Secondary School,Medium,Medium,Yes,2,3,1,1,1,1
2,2,1,1,3,1,3,4,2,1,1,4,1,1,4,5,China,China,Male,25,Student,4,1,3,No,7,7,2,1,1,1
5,4,1,4,2,5,5,3,1,4,6,2,1,3,4,2,Mexico,Mexico,Male,24,Lawyer,College/University Degree,Medium,High,Yes,4,4,1,1,1,1
2,3,3,3,3,5,4,4,3,3,3,3,3,2,4,3,United Kingdom,United Kingdom,Male,19,Student,Some College,Low,Low,Yes,6,4,2,2,4,5
3,2,1,2,3,2,7,3,6,2,6,3,3,2,2,1,Nigeria,Nigeria,Female,19,Student,High School/Secondary School,Low,Low,Yes,2,1,3,5,2,5
2,3,3,3,3,1,2,4,3,1,2,2,2,3,3,2,Viet Nam,Viet Nam,1,26,Student,4,1,2,1,7,7,3,4,1,2
5,1,1,3,3,3,7,7,4,5,5,5,2,3,3,3,Brazil,Brazil,Female,29,Sociologist,College/University DegreeÊ,Low,Medium,No,6,7,5,3,1,1
2,5,2,2,5,7,6,2,6,7,2,3,2,3,6,4,South Africa,South Africa,Female,20,To Be A Teacher,High School/Secondary School&amp,Very Low,Medium,No,,,3,6,2,2
